player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url
368,Wilde-Donald Guerrier,Wisła Kraków,Pomocnik,0,1.0,0.0,0%,https://fantasy.ekstraklasa.org/player/368
369,Grzegorz Gulczyński,Wisła Kraków,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/369
370,Patryk Małecki,Wisła Kraków,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/370
371,Krzysztof Mączyński,Śląsk Wrocław,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/371
372,Jakub Mordec,Wisła Kraków,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/372
373,Denis Popovič,Wisła Kraków,Pomocnik,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/373
374,Alan Uryga,Wisła Kraków,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/374
375,Oskar Wąsikowski,Wisła Kraków,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/375
376,Paweł Brożek,Wisła Kraków,Napastnik,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/376
378,Zdeněk Ondrášek,Wisła Kraków,Napastnik,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/378
379,Adrian Wójcik,Wisła Kraków,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/379
380,Mateusz Zachara,Wisła Kraków,Napastnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/380
381,Konrad Forenc,Korona Kielce,Bramkarz,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/381
382,Dominik Hładun,Zagłębie Lubin,Bramkarz,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/382
383,Martin Polaček,Podbeskidzie Bielsko-Biała,Bramkarz,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/383
384,Đorđe Čotra,Śląsk Wrocław,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/384
385,Maciej Dąbrowski,ŁKS Łódź,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/385
386,Daniel Dziwniel,Górnik Łęczna,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/386
387,Ľubomír Guldan,Zagłębie Lubin,Obrońca,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/387
388,Jarosław Jach,Zagłębie Lubin,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/388
389,Sebastian Madera,Zagłębie Lubin,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/389
390,Aleksandar Todorovski,Zagłębie Lubin,Obrońca,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/390
391,Damian Zbozień,Wisła Płock,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/391
393,Łukasz Janoszka,Zagłębie Lubin,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/393
394,Krzysztof Janus,Arka Gdynia,Pomocnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/394
397,Łukasz Piątek,ŁKS Łódź,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/397
398,Adrian Rakowski,Podbeskidzie Bielsko-Biała,Pomocnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/398
399,Filip Starzyński,Ruch Chorzów,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/399
400,Jakub Tosik,Zagłębie Lubin,Pomocnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/400
401,Ján Vlasko,Zagłębie Lubin,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/401
402,Arkadiusz Woźniak,Zagłębie Lubin,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/402
403,Karol Żmijewski,Zagłębie Lubin,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/403
404,Paweł Żyra,Stal Mielec,Pomocnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/404
405,Konrad Andrzejczak,Zagłębie Lubin,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/405
406,Michal Papadopulos,Korona Kielce,Napastnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/406
407,Krzysztof Piątek,Cracovia,Napastnik,0,2.9,0.0,0%,https://fantasy.ekstraklasa.org/player/407
408,Artur Siemaszko,Puszcza Niepołomice,Napastnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/408
409,Konrad Jałocha,Stal Mielec,Bramkarz,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/409
410,Kamil Kotkowski,Arka Gdynia,Bramkarz,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/410
412,Pavels Šteinbors,Jagiellonia Białystok,Bramkarz,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/412
413,Alan,Arka Gdynia,Obrońca,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/413
414,Adam Marciniak,ŁKS Łódź,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/414
416,Krzysztof Sobieraj,Arka Gdynia,Obrońca,0,1.3,0.0,0%,https://fantasy.ekstraklasa.org/player/416
417,Tadeusz Socha,Arka Gdynia,Obrońca,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/417
418,Dawid Sołdecki,Arka Gdynia,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/418
419,Przemysław Stolc,Arka Gdynia,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/419
420,Marcin Warcholak,Wisła Płock,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/420
421,Tomasz Wojcinowicz,Puszcza Niepołomice,Obrońca,0,1.1,0.0,0%,https://fantasy.ekstraklasa.org/player/421
422,Paweł Wojowski,Arka Gdynia,Pomocnik,0,0.8,0.0,0%,https://fantasy.ekstraklasa.org/player/422
424,Miroslav Božok,Arka Gdynia,Pomocnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/424
425,Yannick Kakoko,Arka Gdynia,Pomocnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/425
426,Antoni Łukasiewicz,Arka Gdynia,Pomocnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/426
427,Marcus Vinícius,Arka Gdynia,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/427
428,Damian Mosiejko,Arka Gdynia,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/428
429,Michał Nalepa,Jagiellonia Białystok,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/429
430,Rafał Siemaszko,Arka Gdynia,Napastnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/430
431,Mateusz Szwoch,Wisła Płock,Pomocnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/431
433,Rashid Yussuff,Arka Gdynia,Pomocnik,0,1.3,0.0,0%,https://fantasy.ekstraklasa.org/player/433
434,Paweł Abbott,Arka Gdynia,Napastnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/434
436,Patrik Lomski,Arka Gdynia,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/436
437,Gastón Sangoy,Arka Gdynia,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/437
438,Dariusz Zjawiński,Arka Gdynia,Napastnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/438
439,Bartosz Kaniecki,Wisła Płock,Bramkarz,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/439
440,Seweryn Kiełpin,Wisła Płock,Bramkarz,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/440
441,Mateusz Kryczka,Radomiak Radom,Bramkarz,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/441
442,Klaudiusz Kurek,Wisła Płock,Bramkarz,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/442
444,Damian Byrtek,Piast Gliwice,Obrońca,0,1.3,0.0,0%,https://fantasy.ekstraklasa.org/player/444
445,Bartłomiej Sielewski,Wisła Płock,Obrońca,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/445
446,Cezary Stefańczyk,Wisła Płock,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/446
447,Patryk Stępiński,Ruch Chorzów,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/447
448,Kamil Sylwestrzak,Wisła Płock,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/448
449,Przemysław Szymiński,Wisła Płock,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/449
450,Dominik Furman,Wisła Płock,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/450
451,Dimityr Ilijew,Wisła Płock,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/451
452,Dawid Jabłoński,Wisła Płock,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/452
455,Jakub Łukowski,GKS Katowice,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/455
456,Piotr Mroziński,Puszcza Niepołomice,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/456
457,Damian Piotrowski,Wisła Płock,Pomocnik,0,0.9,0.0,0%,https://fantasy.ekstraklasa.org/player/457
459,Maksymilian Rogalski,Wisła Płock,Pomocnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/459
460,Patryk Szczepański,Wisła Płock,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/460
461,Piotr Wlazło,Stal Mielec,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/461
462,Emil Drozdowicz,Wisła Płock,Napastnik,0,1.0,0.0,0%,https://fantasy.ekstraklasa.org/player/462
463,Mikołaj Lebedyński,Stal Mielec,Napastnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/463
464,Kamil Nowicki,Wisła Płock,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/464
465,Krystian Popiela,Wisła Płock,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/465
466,Witalij Hemeha,Wisła Płock,Pomocnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/466
468,Siergiej Kriwiec,Arka Gdynia,Pomocnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/468
469,José Kanté,Legia Warszawa,Napastnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/469
470,Slaven Juriša,Górnik Łęczna,Pomocnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/470
471,Seiya Kitano,Pogoń Szczecin,Napastnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/471
472,Łukasz Załuska,Pogoń Szczecin,Bramkarz,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/472
473,Miguel Palanca Fernández,Korona Kielce,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/473
474,Jakub Čunta,Cracovia,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/474
476,Dragomir Vukobratović,Górnik Łęczna,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/476
477,Steeven Langil,Legia Warszawa,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/477
478,Vojo Ubiparip,Górnik Łęczna,Napastnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/478
479,Diego Ferraresso,Cracovia,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/479
481,Gracjan Komarnicki,Ruch Chorzów,Obrońca,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/481
482,Krzysztof Baran,Bruk-Bet Termalica Nieciecza,Bramkarz,0,1.0,0.0,0%,https://fantasy.ekstraklasa.org/player/482
483,Dawid Nowak,Bruk-Bet Termalica Nieciecza,Napastnik,0,1.1,0.0,0%,https://fantasy.ekstraklasa.org/player/483
484,Marcin Kowalczyk,Ruch Chorzów,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/484
485,Vadis Odjidja-Ofoe,Legia Warszawa,Pomocnik,0,4.1,0.0,0%,https://fantasy.ekstraklasa.org/player/485
486,Jakub Wróbel,Stal Mielec,Napastnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/486
487,Giorgi Merebaszwili,Wisła Płock,Pomocnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/487
488,Steven Vitoria,Lechia Gdańsk,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/488
489,Simeon Sławczew,Lechia Gdańsk,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/489
490,Mario Engels,Śląsk Wrocław,Pomocnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/490
491,Mateusz Wieteska,Legia Warszawa,Obrońca,0,2.1,0.0,0%,https://fantasy.ekstraklasa.org/player/491
492,Sebastian Szymański,Legia Warszawa,Pomocnik,0,3.2,0.0,0%,https://fantasy.ekstraklasa.org/player/492
493,Kamil Poźniak,Górnik Łęczna,Pomocnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/493
494,Sito Riera,Śląsk Wrocław,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/494
495,Martin Nespor,Zagłębie Lubin,Napastnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/495
497,João Nunes,Lechia Gdańsk,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/497
498,Haubert Sityá Guilherme,Jagiellonia Białystok,Obrońca,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/498
499,Miroslav Radović,Legia Warszawa,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/499
500,Waleri Kazaiszwili,Legia Warszawa,Pomocnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/500
501,Piotr Malarczyk,Korona Kielce,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/501
502,Eduards Višņakovs,Ruch Chorzów,Napastnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/502
503,Roman Gergel,Bruk-Bet Termalica Nieciecza,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/503
504,Deimantas Petravičius,Zagłębie Lubin,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/504
505,Javi Hernández,Cracovia,Pomocnik,0,2.1,0.0,0%,https://fantasy.ekstraklasa.org/player/505
506,Winicjusz Wanicki,Bruk-Bet Termalica Nieciecza,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/506
507,Daniel Abalo,Korona Kielce,Pomocnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/507
508,Cornel Râpă,Cracovia,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/508
509,Andrij Waceba,Arka Gdynia,Pomocnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/509
511,Ivica Vrdoljak,Wisła Płock,Pomocnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/511
512,Dominik Hofbauer,Arka Gdynia,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/512
513,Denis Perger,Lechia Gdańsk,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/513
514,Łukasz Bejger,Śląsk Wrocław,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/514
515,Sandro Gotal,Piast Gliwice,Napastnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/515
516,Libor Hrdlička,Ruch Chorzów,Bramkarz,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/516
517,Nika Dzalamidze,Górnik Łęczna,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/517
518,Michał Walski,Puszcza Niepołomice,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/518
519,Przemysław Porębski,Wisła Kraków,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/519
520,Konrad Michalak,Lechia Gdańsk,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/520
521,Paweł Tomczyk,Stal Mielec,Napastnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/521
522,Semir Štilić,Wisła Płock,Pomocnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/522
523,Daniel Chima Chukwu,Legia Warszawa,Napastnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/523
524,Wołodymyr Kostewycz,Warta Poznań,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/524
526,Luka Zarandia,Korona Kielce,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/526
528,Arvydas Novikovas,Legia Warszawa,Pomocnik,0,2.3,0.0,0%,https://fantasy.ekstraklasa.org/player/528
529,Iván González,Wisła Kraków,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/529
530,Jakub Mrozik,Bruk-Bet Termalica Nieciecza,Pomocnik,0,1.3,0.0,0%,https://fantasy.ekstraklasa.org/player/530
531,Jakub Żubrowski,Zagłębie Lubin,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/531
532,Jaroslav Mihalik,Lechia Gdańsk,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/532
533,Mihai Radut,Lech Poznań,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/533
534,Mate Cincadze,Pogoń Szczecin,Pomocnik,0,1.3,0.0,0%,https://fantasy.ekstraklasa.org/player/534
536,Dominik Nagy,Legia Warszawa,Pomocnik,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/536
537,Sadam Sulley,Legia Warszawa,Napastnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/537
538,Eryk Sobków,Zagłębie Lubin,Napastnik,0,0.8,0.0,0%,https://fantasy.ekstraklasa.org/player/538
539,Mateusz Węsierski,Arka Gdynia,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/539
540,Dawid Smug,Górnik Łęczna,Bramkarz,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/540
541,Bartłomiej Greniuk,Górnik Łęczna,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/541
542,Krystian Miś,Wisła Płock,Obrońca,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/542
543,Charlie Trafford,Korona Kielce,Pomocnik,0,0.8,0.0,0%,https://fantasy.ekstraklasa.org/player/543
544,Sandro Kulenović,Legia Warszawa,Napastnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/544
545,Jakub Freitag,Piast Gliwice,Bramkarz,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/545
546,Dominik Budzyński,ŁKS Łódź,Bramkarz,0,1.0,0.0,0%,https://fantasy.ekstraklasa.org/player/546
547,Łukasz Wiech,Śląsk Wrocław,Obrońca,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/547
548,Ariel Borysiuk,Jagiellonia Białystok,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/548
549,Ziggy Gordon,Jagiellonia Białystok,Obrońca,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/549
550,Tomáš Necid,Legia Warszawa,Napastnik,0,2.5,0.0,0%,https://fantasy.ekstraklasa.org/player/550
551,Przemysław Trytko,Arka Gdynia,Napastnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/551
552,Ilijan Micanski,Korona Kielce,Napastnik,0,2.3,0.0,0%,https://fantasy.ekstraklasa.org/player/552
553,Jakub Bartkowski,Warta Poznań,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/553
554,Bartłomiej Urbański,Legia Warszawa,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/554
555,Pol Llonch,Wisła Kraków,Pomocnik,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/555
556,Tymoteusz Puchacz,GKS Katowice,Obrońca,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/556
557,Josimar Atoche,Górnik Łęczna,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/557
558,Dušan Kuciak,Raków Częstochowa,Bramkarz,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/558
559,Gino van Kessel,Lechia Gdańsk,Napastnik,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/559
560,Hugo Vidémont,Wisła Kraków,Pomocnik,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/560
561,Matija Špičić,Wisła Kraków,Obrońca,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/561
562,Lukáš Čmelík,Piast Gliwice,Pomocnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/562
564,Víctor Gutiérrez,Lech Poznań,Pomocnik,0,1.2,0.0,0%,https://fantasy.ekstraklasa.org/player/564
565,Milan Borjan,Korona Kielce,Bramkarz,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/565
566,Nadir Çiftçi,Pogoń Szczecin,Napastnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/566
567,Éver Valencia,Wisła Kraków,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/567
568,Cristián Echavarría,Wisła Kraków,Pomocnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/568
569,Krystian Peda,Bruk-Bet Termalica Nieciecza,Pomocnik,0,1.2,0.0,0%,https://fantasy.ekstraklasa.org/player/569
570,Michał Smolarczyk,Korona Kielce,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/570
571,Elvis Kokalović,Lech Poznań,Obrońca,0,2.0,0.0,0%,https://fantasy.ekstraklasa.org/player/571
572,Mateusz Prolejko,Jagiellonia Białystok,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/572
573,Stefan Aškovski,Górnik Łęczna,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/573
574,Bartosz Slisz,Legia Warszawa,Pomocnik,0,1.9,0.0,0%,https://fantasy.ekstraklasa.org/player/574
575,Radosław Dzierbicki,Zagłębie Lubin,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/575
576,Cillian Sheridan,Wisła Płock,Napastnik,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/576
577,Martin Mikovič,Bruk-Bet Termalica Nieciecza,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/577
578,Oliver Zelenika,Lechia Gdańsk,Bramkarz,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/578
579,Harmeet Singh,Wisła Płock,Pomocnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/579
581,Dominik Jończy,Zagłębie Lubin,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/581
582,Denis Gojko,Piast Gliwice,Pomocnik,0,1.3,0.0,0%,https://fantasy.ekstraklasa.org/player/582
583,Adrian Łyszczarz,Śląsk Wrocław,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/583
584,Wojciech Słomka,Wisła Kraków,Pomocnik,0,0.9,0.0,0%,https://fantasy.ekstraklasa.org/player/584
585,Kacper Laskoś,Wisła Kraków,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/585
586,Piotr Nowak,Bruk-Bet Termalica Nieciecza,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/586
588,Dawid Kieplin,Wisła Płock,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/588
589,Seweryn Truskolaski,Wisła Płock,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/589
590,Kamil Słoma,Ruch Chorzów,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/590
591,Marcin Mielczarski,Wisła Płock,Obrońca,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/591
592,Daniel Łuczak,Śląsk Wrocław,Pomocnik,0,1.0,0.0,0%,https://fantasy.ekstraklasa.org/player/592
593,Łukasz Krakowczyk,Piast Gliwice,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/593
595,Piotr Poński,Korona Kielce,Napastnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/595
596,Szczepan Kogut,Bruk-Bet Termalica Nieciecza,Pomocnik,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/596
597,Arkadiusz Moczadło,Arka Gdynia,Bramkarz,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/597
598,Adam Danch,Arka Gdynia,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/598
599,Ruben Jurado,Arka Gdynia,Napastnik,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/599
600,Adrian Klimczak,ŁKS Łódź,Pomocnik,0,1.5,0.0,0%,https://fantasy.ekstraklasa.org/player/600
601,Tomáš Košút,Arka Gdynia,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/601
602,Lennard Sowah,Cracovia,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/602
605,Sergei Zenjov,Cracovia,Napastnik,0,1.4,0.0,0%,https://fantasy.ekstraklasa.org/player/605
606,Adrian Jurkowski,Sandecja Nowy Sącz,Obrońca,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/606
607,Julian Grzegorczyk,Sandecja Nowy Sącz,Bramkarz,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/607
608,Łukasz Radliński,Lech Poznań,Bramkarz,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/608
609,Mateusz Bartków,Sandecja Nowy Sącz,Obrońca,0,1.0,0.0,0%,https://fantasy.ekstraklasa.org/player/609
610,Adrian Danek,GKS Katowice,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/610
611,Michal Piter-Bučko,Sandecja Nowy Sącz,Obrońca,0,1.8,0.0,0%,https://fantasy.ekstraklasa.org/player/611
612,Kamil Słaby,Bruk-Bet Termalica Nieciecza,Obrońca,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/612
613,Michał Szeliga,Sandecja Nowy Sącz,Obrońca,0,0.7,0.0,0%,https://fantasy.ekstraklasa.org/player/613
614,Dawid Szufryn,Sandecja Nowy Sącz,Obrońca,0,1.6,0.0,0%,https://fantasy.ekstraklasa.org/player/614
615,Grzegorz Baran,Sandecja Nowy Sącz,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/615
616,Bartłomiej Dudzic,Sandecja Nowy Sącz,Pomocnik,0,1.7,0.0,0%,https://fantasy.ekstraklasa.org/player/616
